,address,categories,latitude,longitude,name,zipcode,Zip Code,Neighborhood
199,"111 Hudson St, New York, NY 10013","{'juicebars', 'grocery'}",40.71969,-74.00896,Jin Market,10013,10013,"Tribeca, Soho"
200,"69 Mulberry St, New York, NY 10013","{'grocery', 'meats'}",40.715963691473,-73.9993592351675,Han May,10013,10013,"Tribeca, Soho"
201,"316 Greenwich Street, New York, NY 10013",{'grocery'},40.7177494,-74.0107925,Best Market,10013,10013,"Tribeca, Soho"
202,"42 Grand St Frnt, New York, NY 10013",{'grocery'},40.722679,-74.004103,Grand Street Deli,10013,10013,"Tribeca, Soho"
203,"402 Broome St, New York, NY 10013",{'grocery'},40.7208878813806,-73.9974383156093,Taasha Deli Grocery,10013,10013,"Tribeca, Soho"
204,"68 Elizabeth St, New York, NY 10013",{'grocery'},40.7177668064833,-73.9961553364992,Dynasty Supermarket,10013,10013,"Tribeca, Soho"
205,"141 Mott St, New York, NY 10013",{'grocery'},40.7187309,-73.9968872,Da Ou Jang Market,10013,10013,"Tribeca, Soho"
206,"121 Mott Street, New York, NY 10013",{'grocery'},40.718048,-73.997215,At Trading,10013,10013,"Tribeca, Soho"
207,"316 Greenwich St, New York, NY 10013",{'grocery'},40.7177494,-74.0107925,Food Emporium,10013,10013,"Tribeca, Soho"
208,"88 Mulberry Street, New York, NY 10013",{'grocery'},40.716613,-73.998596,88 Natural Food,10013,10013,"Tribeca, Soho"
209,"289 Hudson St, New York, NY 10013","{'delis', 'grocery'}",40.725711,-74.007812,D&D Sprouts Deli & Grocery,10013,10013,"Tribeca, Soho"
210,"120 Essex St, New York, NY 10002","{'gourmet', 'grocery'}",40.7193413,-73.9876022,Essex St Market,10002,10002,Lower East Side
211,"121 Bowery, New York, NY 10002",{'grocery'},40.7180366516113,-73.9946594238281,Tan Tin-Hung Supermarket,10002,10002,Lower East Side
212,"95 E Houston St, New York, NY 10002","{'gourmet', 'coffee', 'grocery'}",40.7238075549685,-73.9924013834671,Whole Foods Market,10002,10002,Lower East Side
213,"117 Ludlow St, New York, NY 10002",{'grocery'},40.7196,-73.98886,Shop Smart,10002,10002,Lower East Side
214,"90 Clinton St, New York, NY 10002",{'grocery'},40.71832,-73.98536,Clinton Supermarket & Mall,10002,10002,Lower East Side
215,"250 Grand St, New York, NY 10002",{'grocery'},40.718357,-73.993949,GS Food Market,10002,10002,Lower East Side
216,"109 E Broadway, New York, NY 10002",{'grocery'},40.7170830899427,-73.9922510460019,Chinatown Supermarket Of Manhattan,10002,10002,Lower East Side
217,"97 Stanton St, New York, NY 10002","{'juicebars', 'beer_and_wine', 'grocery'}",40.7211609,-73.9881897,Freshco Grocery & Deli,10002,10002,Lower East Side
218,"75 E Broadway, New York, NY 10002",{'grocery'},40.7133904,-73.9940109,New York Supermarket East Broadway,10002,10002,Lower East Side
219,"95 Delancey St, New York, NY 10002","{'juicebars', 'grocery', 'sandwiches'}",40.7185813,-73.9893599,Green Star Foods,10002,10002,Lower East Side
220,"159 Essex St, New York, NY 10002","{'delis', 'grocery', 'convenience'}",40.7210366,-73.9871057,Yours Wholesome Foods,10002,10002,Lower East Side
221,"110 Forsyth Street, New York, NY 10002",{'grocery'},40.7189712524414,-73.9923324584961,Don Juan Grocery & Deli,10002,10002,Lower East Side
222,"140 Orchard St, New York, NY 10002",{'grocery'},40.720102339983,-73.9891527593136,Corner Grocers,10002,10002,Lower East Side
223,"175 Clinton St, New York, NY 10002",{'grocery'},40.7153358,-73.9872208,Fine Fare Supermarket,10002,10002,Lower East Side
224,"247 Grand St, New York, NY 10002",{'grocery'},40.718044,-73.9943,Ken Hing Food Market,10002,10002,Lower East Side
225,"43 Columbia St, New York, NY 10002",{'grocery'},40.7165940105915,-73.9805489033461,Key Food Supermarket,10002,10002,Lower East Side
226,"249 Grand St, New York, NY 10002",{'grocery'},40.7181282,-73.9941101,Tan My My Co,10002,10002,Lower East Side
227,"272-274 Grand St, New York, NY 10002",{'grocery'},40.718078,-73.992835,Fairtown Trading,10002,10002,Lower East Side
228,"545 Grand St, New York, NY 10002",{'grocery'},40.7139931,-73.9805374,Fine Fare,10002,10002,Lower East Side
229,"265 Cherry St, New York, NY 10002",{'grocery'},40.7111435,-73.9893265,265 Cherry Foodmarket,10002,10002,Lower East Side
230,"329 Grand St, New York, NY 10002",{'grocery'},40.716926,-73.990455,Teng Fei Grocery,10002,10002,Lower East Side
231,"291 Grand St, New York, NY 10002",{'grocery'},40.7174301,-73.9921799,Cheng Sheng Import & Export,10002,10002,Lower East Side
232,"52 Canal St, New York, NY 10002",{'grocery'},40.7146912,-73.9917068,Canal St Newsstand,10002,10002,Lower East Side
233,"195 E Houston Street, New York, NY 10002",{'grocery'},40.7223854,-73.9875793,Tiehama Grocery,10002,10002,Lower East Side
234,"135 Christie St, New York, NY 10002",{'grocery'},40.7196521849325,-73.9934268593788,AAA Avocados,10002,10002,Lower East Side
235,"155 Attorney St, New York, NY 10002",{'grocery'},40.7205963134766,-73.9836120605469,Plantains Cash & Carry,10002,10002,Lower East Side
236,"241 Grand St, New York, NY 10002",{'grocery'},40.7181778,-73.9944077,Bor Kee Food Market,10002,10002,Lower East Side
237,"38 Jefferson Street, New York, NY 10002",{'grocery'},40.713,-73.98864,Papito Grocery,10002,10002,Lower East Side
238,"123 Madison St, New York, NY 10002",{'grocery'},40.71242,-73.99412,123M NY Corp,10002,10002,Lower East Side
239,"130 Eldridge St, New York, NY 10002",{'grocery'},40.7187,-73.99158,Chinese Hispanic Grocery,10002,10002,Lower East Side
240,"51 E Broadway, New York, NY 10002","{'importedfood', 'grocery'}",40.713394,-73.995628,New Long Hing Market,10002,10002,Lower East Side
241,"64 E Broadway, New York, NY 10002",{'grocery'},40.7139472961426,-73.9950714111328,Ginseng,10002,10002,Lower East Side
242,"259 E Broadway, New York, NY 10002",{'grocery'},40.7142143249512,-73.9854278564453,United Deli & Grocery,10002,10002,Lower East Side
243,"242 Grand St, New York, NY 10002",{'grocery'},40.718482,-73.994277,Grand Star Lotto,10002,10002,Lower East Side
244,"101 Bowery, New York, NY 10002",{'grocery'},40.717442,-73.994926,Price Good Market,10002,10002,Lower East Side
245,"119-D Hester St, New York, NY 10002",{'grocery'},40.7168007,-73.9933929,Hester Corner Grocery,10002,10002,Lower East Side
246,"83 Canal St, New York, NY 10002",{'grocery'},40.7153969,-73.9930649,Highline Deli II,10002,10002,Lower East Side
247,"560 Broadway, New York, NY 10012","{'gourmet', 'grocery'}",40.7239888956321,-73.997678154631,Dean & DeLuca,10012,10012,Village NoHo
248,"40 Prince St, New York, NY 10012","{'grocery', 'convenience'}",40.723026,-73.995544,Soho Garden,10012,10012,Village NoHo
249,"489 Broome St, New York, NY 10012","{'gourmet', 'grocery'}",40.7231012,-74.002552,Gourmet Garage,10012,10012,Village NoHo
250,"130 Bleecker Street, New York, NY 10012",{'grocery'},40.7277352362871,-73.9984083920717,Morton Williams,10012,10012,Village NoHo
251,"124 Thompson St, New York, NY 10012","{'delis', 'grocery', 'convenience'}",40.72623,-74.00138,M & O Market & Deli,10012,10012,Village NoHo
252,"645 Bdwy, New York, NY 10012","{'delis', 'grocery'}",40.7255592346191,-73.9980010986328,Han's Deli,10012,10012,Village NoHo
253,"127 Spring St, New York, NY 10012",{'grocery'},40.7239189,-74.0004272,Soho Natural,10012,10012,Village NoHo
254,"540 LaGuardia Poace, New York, NY 10012",{'grocery'},40.728893,-73.998603,Court St Grocery,10012,10012,Village NoHo
255,"246 Mercer St & W 4th St, New York, NY 10012",{'grocery'},40.7282377264616,-73.9953772857816,Gristedes,10012,10012,Village NoHo
256,"240 Sullivan St, New York, NY 10012",{'grocery'},40.7297965139151,-73.9996569603682,J W Market,10012,10012,Village NoHo
257,"270 Greenwich St, New York, NY 10007","{'gourmet', 'coffee', 'burgers', 'grocery'}",40.71564,-74.0121,Whole Foods Market,10007,10007,Financial District
258,"55 Fulton St, New York, NY 10038",{'grocery'},40.708771,-74.0046574,55 Fulton Market,10038,10038,"Financial District, Seaport"
259,"59 Maiden Ln, New York, NY 10038","{'gourmet', 'delis', 'grocery'}",40.70866,-74.00798,Zeytuna,10038,10038,"Financial District, Seaport"
260,"5 Saint James Pl, New York, NY 10038",{'grocery'},40.7107206,-74.000208,C-Town Supermarket,10038,10038,"Financial District, Seaport"
261,"99 John St, New York, NY 10038","{'healthmarkets', 'grocery'}",40.70813,-74.00622,Jubilee Marketplace,10038,10038,"Financial District, Seaport"
262,"90 Maiden Ln, New York, NY 10038",{'grocery'},40.706909,-74.007492,Gristedes,10038,10038,"Financial District, Seaport"
263,"43 Catherine St, New York, NY 10038",{'grocery'},40.7120098,-73.9966423,Catherine  Deli and Grocery,10038,10038,"Financial District, Seaport"
264,"101 Liberty St, 4 World Trade Ctr, New York, NY 10006","{'meats', 'grocery'}",40.7100124,-74.011861,Eataly Downtown,10006,10006,Financial District
265,"2 Rector St, New York, NY 10006","{'delis', 'grocery'}",40.7080958125635,-74.0134219479835,Variety Market,10006,10006,Financial District
266,"450 N End Ave, New York, NY 10282",{'grocery'},40.71719,-74.0138,Battery Park City Gourmet Market,10282,10282,Tribeca
267,"240 Murray St, New York, NY 10282",{'grocery'},40.7150899,-74.01465,Battery Place Market,10282,10282,Tribeca
268,"77 Battery Pl, New York, NY 10280","{'gluten_free', 'coffee', 'grocery'}",40.70727,-74.01704,Battery Place Market,10280,10280,Lower Manhattan
269,"South End Ave & Albany St, New York, NY 10280",{'grocery'},40.7100811542014,-74.0163789376529,Fruit Stand @ South End Avenue,10280,10280,Lower Manhattan
270,"315 S End Ave, New York, NY 10280",{'grocery'},40.7103371,-74.0164605,Gristedes,10280,10280,Lower Manhattan
271,"71 South End Ave, New York, NY 10280",{'grocery'},40.7083324,-74.0176675,Gristedes,10280,10280,Lower Manhattan
272,"71 S End Ave, New York, NY 10280",{'grocery'},40.7083321,-74.0176697,Gristede's Sloan's Supermarkets,10280,10280,Lower Manhattan
273,"225 Liberty St, New York, NY 10281","{'french', 'grocery', 'wine_bars'}",40.7126473617984,-74.0157784596443,Le District,10281,10281,Lower Manhattan
274,"164 Pearl St, New York, NY 10005","{'beer_and_wine', 'grocery'}",40.70592,-74.00747,Wall Street Groceries,10005,10005,Financial District
275,"301 E 64th St, New York, NY 10021","{'butcher', 'seafoodmarkets', 'grocery'}",40.7635890754352,-73.9613443648548,Gourmet Garage,10021,10021,Upper East Side
276,"1175 3rd Ave, New York, NY 10021",{'grocery'},40.7673970609903,-73.962252214551,Food Emporium,10021,10021,Upper East Side
277,"1313 3rd Ave, New York, NY 10021","{'seafoodmarkets', 'grocery'}",40.7717467,-73.958728,Citarella Gourmet Market - Upper East Side,10021,10021,Upper East Side
278,"1208 1st Ave, New York, NY 10021",{'grocery'},40.7634351,-73.9589959,Gristede's Sloan's Supermarkets,10021,10021,Upper East Side
279,"1074 Lexington Ave, New York, NY 10021",{'grocery'},40.7728796,-73.9606027,D'Agostino,10021,10021,Upper East Side
280,"1305 3rd Ave, Manhattan, NY 10021",{'grocery'},40.7713661,-73.9592209,Jowny Market,10021,10021,Upper East Side
281,"1043 Lexington Ave, New York, NY 10021","{'delis', 'grocery'}",40.771934,-73.960784,Son's Freedom Market & Deli,10021,10021,Upper East Side
282,"971 Lexington Ave, New York, NY 10021",{'grocery'},40.769294,-73.962707,Lexgourmet Corporation,10021,10021,Upper East Side
283,"Lexington Ave & 75th St, Manhattan, NY 10021",{'grocery'},40.7723698765039,-73.9607796818018,D'Agostino,10021,10021,Upper East Side
284,"1492 York Ave, New York, NY 10021","{'grocery', 'convenience'}",40.77116,-73.95038,York Deli,10021,10021,Upper East Side
285,"1507 York Ave, New York, NY 10021",{'grocery'},40.7721043,-73.9501086,D'Agostino,10021,10021,Upper East Side
286,"1368 York Ave, New York, NY 10021","{'grocery', 'convenience'}",40.7673,-73.953011,Green Gourmet,10021,10021,Upper East Side
287,"1446 2nd Ave, New York, NY 10021",{'grocery'},40.7709168,-73.9566126,Gristedes,10021,10021,Upper East Side
288,"1458 2nd Ave, New York, NY 10021","{'markets', 'grocery'}",40.77143,-73.956062,Number 1 Farmers Market,10021,10021,Upper East Side
289,"1422 2nd Ave, New York, NY 10021",{'grocery'},40.770149,-73.957023,City 74 Market,10021,10021,Upper East Side
290,"1431 York Ave, New York, NY 10021",{'grocery'},40.769405,-73.952293,H&j Food Depot,10021,10021,Upper East Side
291,"1299 2nd Ave, New York, NY 10065",{'grocery'},40.7665174,-73.9602921,Grace's Marketplace,10065,10065,Midtown Upper East Side
292,"809 Lexington Ave, New York, NY 10065",{'grocery'},40.764229,-73.966423,809 Lexington Grocery Store,10065,10065,Midtown Upper East Side
293,"West Building, 695 Park Ave, 3rd Fl, Manhattan, NY 10065","{'collegeuniv', 'grocery'}",40.7678341926692,-73.9641666412354,Hunter College Cafeteria,10065,10065,Midtown Upper East Side
294,"530 Main St, New York, NY 10044","{'convenience', 'grocery', 'desserts'}",40.7613477434809,-73.9500166660687,Wholesome Factory,10044,10044,Roosevelt Island
295,"686 Main St, New York, NY 10044",{'grocery'},40.7647534542755,-73.946864308366,Gristedes,10044,10044,Roosevelt Island
296,"1505 First Ave, New York, NY 10075",{'grocery'},40.7721068,-73.9530334,Agata & Valentina,10075,10075,Midtown Upper East Side
297,"1474 York Ave, New York, NY 10075",{'grocery'},40.7709584163551,-73.9508521556854,Super-Del Market,10075,10075,Midtown Upper East Side
298,"1041 Madison Ave, Ste 1, Manhattan, NY 10075",{'grocery'},40.77655,-73.961624,Gentile's Foods & Market,10075,10075,Midtown Upper East Side
299,"1528 1st Ave, New York, NY 10075",{'grocery'},40.772804,-73.951995,Eddie's Market,10075,10075,Midtown Upper East Side
300,"2073 Broadway, New York, NY 10023",{'grocery'},40.7785758376122,-73.9821428060532,Trader Joe's,10023,10023,Upper West Side
301,"155 W 66th St, New York, NY 10023","{'gourmet', 'grocery'}",40.774415163809,-73.983425117173,Gourmet Garage,10023,10023,Upper West Side
302,"101 W End Ave, Manhattan, NY 10023",{'grocery'},40.7751503,-73.9884491,Gracefully,10023,10023,Upper West Side
303,"2127 Broadway, New York, NY 10023","{'healthmarkets', 'grocery'}",40.7806505262852,-73.9815896004438,Fairway Market,10023,10023,Upper West Side
304,"75 W End Ave, New York, NY 10023",{'grocery'},40.7737922668457,-73.9894027709961,Western Beef,10023,10023,Upper West Side
305,"289 Columbus Ave, New York, NY 10023",{'grocery'},40.7784667634734,-73.9777813555528,Pioneer Supermarket,10023,10023,Upper West Side
306,"273 W 72nd St, New York, NY 10023","{'markets', 'grocery'}",40.7796137,-73.9836638,West End Superette,10023,10023,Upper West Side
307,"180 Riverside Blvd, New York, NY 10023",{'grocery'},40.77839,-73.98808,Jubilee Market Place,10023,10023,Upper West Side
308,"153 Amsterdam Ave, New York, NY 10023","{'delis', 'grocery'}",40.775158,-73.983742,Sunflower Deli & Grocery,10023,10023,Upper West Side
309,"309 Amsterdam Ave, New York, NY 10023","{'gourmet', 'butcher', 'grocery'}",40.7801094055176,-73.9801712036133,Babeth's Feast,10023,10023,Upper West Side
310,"301 Amsterdam Ave, New York, NY 10023",{'grocery'},40.779953,-73.9804,New K C Market,10023,10023,Upper West Side
311,"2171 Broadway, New York, NY 10024","{'markets', 'meats', 'grocery'}",40.7822795355419,-73.9811948760083,Westside Market,10024,10024,Upper West Side
312,"418 Columbus Ave, New York, NY 10024","{'delis', 'bagels', 'grocery'}",40.782894,-73.975181,Andy's Deli,10024,10024,Upper West Side
313,"471 Columbus Avenue, New York, NY 10024","{'markets', 'grocery'}",40.784175,-73.973449,Zingone Brothers,10024,10024,Upper West Side
314,"454 Amsterdam Ave, New York, NY 10024","{'grocery', 'convenience'}",40.785118,-73.977256,West 82nd Grocery,10024,10024,Upper West Side
315,"2245 Broadway, New York, NY 10024","{'delis', 'bagels', 'grocery'}",40.7848534038863,-73.9789552102077,Zabar's,10024,10024,Upper West Side
316,"476 Columbus Ave, New York, NY 10024",{'grocery'},40.784572,-73.973968,Columbus Deli and Food,10024,10024,Upper West Side
317,"530 Amsterdam Ave, New York, NY 10024",{'grocery'},40.7876815795898,-73.9757385253906,Key Food,10024,10024,Upper West Side
318,"524 Columbus Ave, New York, NY 10024",{'grocery'},40.7861137,-73.9726868,Space Market,10024,10024,Upper West Side
319,"504 Columbus Ave, New York, NY 10024",{'grocery'},40.7854682,-73.9731477,Gristedes,10024,10024,Upper West Side
320,"2341 Broadway, New York, NY 10024",{'grocery'},40.787918324978,-73.977254731056,Broadway Farm,10024,10024,Upper West Side
321,"2421 Bdwy, New York, NY 10024","{'healthmarkets', 'grocery'}",40.793758392334,-73.9763259887695,Gary Null's Uptown Whole Foods,10024,10024,Upper West Side
322,"2455 Broadway, New York, NY 10024","{'markets', 'grocery', 'convenience'}",40.7913237065077,-73.9744073152542,Barzini,10024,10024,Upper West Side
323,"633 Columbus Ave, New York, NY 10024","{'grocery', 'convenience'}",40.7893181,-73.9699402,D'Agostino,10024,10024,Upper West Side
324,"251 W 86th St, New York, NY 10024",{'grocery'},40.7884651422501,-73.9767307788134,Gristedes,10024,10024,Upper West Side
325,"607 W End Avenue, New York, NY 10024",{'grocery'},40.791248,-73.976509,Gristedes,10024,10024,Upper West Side
326,"1150 Madison Ave, New York, NY 10028","{'gourmet', 'grocery'}",40.7804158407802,-73.9594261690102,Dean & DeLuca,10028,10028,Upper East Side
327,"240 E 86th St, New York, NY 10028","{'healthmarkets', 'grocery'}",40.7779426574707,-73.9526443481445,Fairway Market,10028,10028,Upper East Side
328,"1422 3rd Ave, New York, NY 10028","{'gourmet', 'grocery', 'fooddeliveryservices'}",40.775497,-73.956817,Babeth's Feast,10028,10028,Upper East Side
329,"1654 2nd Ave, New York, NY 10028","{'grocery', 'meats'}",40.777557,-73.951614,Schaller & Weber,10028,10028,Upper East Side
330,"1593 York Ave, New York, NY 10028",{'grocery'},40.774826,-73.948287,Beyoglu Garden Marketplace,10028,10028,Upper East Side
331,"1565 First Avenue, New York, NY 10028",{'grocery'},40.7740574,-73.9515833,Morton Williams,10028,10028,Upper East Side
332,"1411 3rd Ave, New York, NY 10028","{'gourmet', 'grocery'}",40.77507,-73.9565,Eli's Manhattan Market,10028,10028,Upper East Side
333,"1580 York Ave, New York, NY 10028","{'seafoodmarkets', 'grocery'}",40.774028,-73.948158,Dorian's Seafood Market,10028,10028,Upper East Side
334,"1498 3rd Ave, New York, NY 10028","{'healthmarkets', 'grocery'}",40.7779808044434,-73.9550018310547,Eastside Health Food Store,10028,10028,Upper East Side
335,"1450 3rd Ave, New York, NY 10028",{'grocery'},40.7767,-73.95596,Food Emporium,10028,10028,Upper East Side
336,"1637 York Ave, New York, NY 10028",{'grocery'},40.7762146,-73.9470978,Gristedes,10028,10028,Upper East Side
337,"1200 Lexington Ave, Manhattan, NY 10028","{'markets', 'breakfast_brunch', 'grocery'}",40.7766,-73.95797,Food Passion NY,10028,10028,Upper East Side
338,"1233 Lexington Ave, New York, NY 10028",{'grocery'},40.7778918743134,-73.9566919952631,D'Agostino Supermarkets,10028,10028,Upper East Side
339,"1644 York Ave, New York, NY 10028",{'grocery'},40.7762134820223,-73.9468476176262,Gristede's Sloan's Supermarket,10028,10028,Upper East Side
340,"1578 York Ave, New York, NY 10028","{'markets', 'grocery'}",40.773967,-73.948211,KY Fruit & Grocery,10028,10028,Upper East Side
341,"1258 Lexington Ave Frnt A, New York, NY 10028",{'grocery'},40.7787514,-73.9564133,Family Market,10028,10028,Upper East Side
342,"1582 3rd Ave, New York, NY 10128","{'gourmet', 'delis', 'grocery'}",40.7807960510254,-73.9529495239258,Milano Market,10128,10128,Upper East Side
343,"1721 1st Ave, New York, NY 10128",{'grocery'},40.77908,-73.94801,C-Town Supermarket,10128,10128,Upper East Side
344,"1551 3rd Ave, New York, NY 10128","{'organic_stores', 'grocery'}",40.77961,-73.95286,Whole Foods Market,10128,10128,Upper East Side
345,"313 E 95th St, New York, NY 10128","{'beer_and_wine', 'grocery', 'convenience'}",40.7833725,-73.9465803,Noble Grains NYC,10128,10128,Upper East Side
346,"431 E 91st St, New York, NY 10128","{'gourmet', 'grocery'}",40.779591,-73.945232,Eli's Market At The Vinegar Factory,10128,10128,Upper East Side
347,"1726 1st Ave, New York, NY 10128",{'grocery'},40.7790639996529,-73.947716653347,Eastside Grocery,10128,10128,Upper East Side
348,"1769 2nd Ave, New York, NY 10128",{'grocery'},40.78193,-73.94902,Key Food,10128,10128,Upper East Side
349,"1748 2nd Ave, New York, NY 10128","{'delis', 'bagels', 'grocery'}",40.7810453753123,-73.9490480348468,Dawa 91,10128,10128,Upper East Side
350,"1291 Madison Ave, New York, NY 10128","{'markets', 'grocery'}",40.7844887,-73.9559708,OK Fresh Fruit & Vegetable Market,10128,10128,Upper East Side
351,"1211 Madison Ave, New York, NY 10128",{'grocery'},40.781601,-73.9578781,Morton Williams Supermarket,10128,10128,Upper East Side
352,"1343 Lexington Ave, New York, NY 10128",{'grocery'},40.7815285,-73.9538932,Gristedes,10128,10128,Upper East Side
353,"1486 Lexington Ave Frnt, New York, NY 10128","{'markets', 'delis', 'grocery'}",40.7855338283185,-73.9510796065413,Food Universe,10128,10128,Upper East Side
354,"1407 Lexington Ave, New York, NY 10128",{'grocery'},40.78339,-73.9523926,Pioneer Supermarket,10128,10128,Upper East Side
355,"202 E 96 St, New York, NY 10128","{'localservices', 'grocery'}",40.78491,-73.94915,Gristedes,10128,10128,Upper East Side
356,"1616 3rd Ave, New York, NY 10128","{'delis', 'grocery', 'catering'}",40.7818794,-73.9519424,3rd Avenue Garden,10128,10128,Upper East Side
357,"1797 1st Ave, New York, NY 10128","{'delis', 'grocery'}",40.7814612239599,-73.9460945874453,Honeydew Market,10128,10128,Upper East Side
358,"1419 Lexington Ave, Manhattan, NY 10128",{'grocery'},40.7837008684874,-73.9524467289448,S M News & Grocery,10128,10128,Upper East Side
359,"1672 York Ave, New York, NY 10128",{'grocery'},40.7770384,-73.9461451,Hansol Farm,10128,10128,Upper East Side
360,"1307 Madison Ave, New York, NY 10128",{'grocery'},40.78498,-73.955482,Patrick Murphy Market,10128,10128,Upper East Side
361,"1821 2nd Ave Frnt, New York, NY 10128",{'grocery'},40.783277,-73.948133,M & N Superette,10128,10128,Upper East Side
362,"1810 2nd Ave, New York, NY 10128",{'grocery'},40.782585,-73.947891,T & Y Groceries,10128,10128,Upper East Side
363,"17-34 2nd Ave, New York, NY 10128","{'grocery', 'convenience'}",40.7804866939695,-73.9495470013275,Hi-Fi News and Grocery,10128,10128,Upper East Side
364,"1841 1st Ave, New York, NY 10128","{'delis', 'grocery'}",40.78276,-73.94531,Pam Deli Grocery,10128,10128,Upper East Side
365,"1391 Madison Ave, Manhattan, NY 10029","{'grocery', 'convenience'}",40.787586,-73.953537,Lane Farm's Market,10029,10029,East Harlem
366,"1245 Park Ave, New York, NY 10029","{'gourmet', 'grocery'}",40.7865639,-73.9521413,Gourmet Garage,10029,10029,East Harlem
367,"1944 1st Ave, Manhattan, NY 10029","{'delis', 'grocery'}",40.786103,-73.9423764,Dave's Gourmet,10029,10029,East Harlem
368,"141 East 96th St, New York, NY 10029",{'grocery'},40.78609,-73.95107,Fresh From the Farm,10029,10029,East Harlem
369,"1968 2nd Ave, New York, NY 10029",{'grocery'},40.7874603271484,-73.9442672729492,Cherry Valley Marketplace,10029,10029,East Harlem
370,"29 E 104th St, New York, NY 10029",{'grocery'},40.792671,-73.950752,29E Deli Grocery,10029,10029,East Harlem
371,"1635 Lexington Ave, New York, NY 10029",{'grocery'},40.790458,-73.947235,Super Fi Emporium,10029,10029,East Harlem
372,"153 E 103rd St, New York, NY 10029",{'grocery'},40.7903099060059,-73.9470901489258,Smashiess,10029,10029,East Harlem
373,"1660 Madison Ave, New York, NY 10029",{'grocery'},40.796524,-73.9475632,NYC Fresh Market,10029,10029,East Harlem
374,"160 E 110th St, New York, NY 10029",{'grocery'},40.79444,-73.94378,Key Food,10029,10029,East Harlem
375,"160 E 110th St, Manhattan, NY 10029",{'grocery'},40.7943497,-73.9439087,Met Food Markets,10029,10029,East Harlem
376,"1588 Madison Ave, New York, NY 10029",{'grocery'},40.7939670234919,-73.9493118971586,Uptown Supermarket,10029,10029,East Harlem
377,"2175 2nd Ave, New York, NY 10029","{'delis', 'grocery', 'sandwiches'}",40.794283,-73.9399419,La Costenita Grocery,10029,10029,East Harlem
378,"209 E 116th Street, New York, NY 10029",{'grocery'},40.7978,-73.93926,La Lomita Del Barrio Grocery,10029,10029,East Harlem
379,"314 E 106th St, New York, NY 10029","{'grocery', 'fooddeliveryservices'}",40.789967,-73.941643,Monster Savings,10029,10029,East Harlem
380,"148 E 103rd St, New York, NY 10029",{'grocery'},40.79017,-73.94759,S & H Grocery,10029,10029,East Harlem
381,"1665 Madison Ave, New York, NY 10029","{'grocery', 'convenience'}",40.7966021494584,-73.9471918786646,Empire State Deli Grocery,10029,10029,East Harlem
382,"1666 Madison Ave, New York, NY 10029",{'grocery'},40.7966150343418,-73.9473833888769,Pioneer,10029,10029,East Harlem
383,"1718 Madison Ave, Manhattan, NY 10029",{'grocery'},40.7980423,-73.9464417,Fine Fare,10029,10029,East Harlem
384,"1550 Madison Ave, New York, NY 10029","{'delis', 'grocery'}",40.79293,-73.950302,Madison Deli & Grocery,10029,10029,East Harlem
385,"1775 Lexington Ave, New York, NY 10029",{'grocery'},40.794796,-73.944107,Jahens Grocery,10029,10029,East Harlem
386,"2121 2nd Ave, New York, NY 10029","{'delis', 'grocery', 'convenience'}",40.79277,-73.941238,Anabelle Deli & Grocery,10029,10029,East Harlem
387,"238 E 116th St, New York, NY 10029",{'grocery'},40.797061920166,-73.9386520385742,El Pueblo Mejicano,10029,10029,East Harlem
388,"231 E 116th St, New York, NY 10029","{'latin', 'grocery'}",40.79765,-73.93858,Mildred Deli & Grocery,10029,10029,East Harlem
389,"2135 1st Ave 110th St, New York, NY 10029","{'delis', 'grocery', 'sandwiches'}",40.792169,-73.93846,Blue Sky Deli Grocery Corp,10029,10029,East Harlem
390,"1916 3rd Ave, New York, NY 10029","{'delis', 'grocery'}",40.791489,-73.945137,B.M. Deli & Grocery,10029,10029,East Harlem
391,"2006 2nd Ave, New York, NY 10029",{'grocery'},40.788852,-73.943365,Mexican Grocery,10029,10029,East Harlem
392,"2076 1st Ave, New York, NY 10029",{'grocery'},40.7904097,-73.9393023,Farm Country,10029,10029,East Harlem
393,"1891 3rd Ave At 105th St, New York, NY 10029",{'grocery'},40.790554,-73.944946,Fine Fare Supermarket,10029,10029,East Harlem
394,"235E 106th St, New York, NY 10029",{'grocery'},40.7912606745958,-73.9438167214394,City Fresh Market,10029,10029,East Harlem
395,"697 Columbus Ave, New York, NY 10025","{'delis', 'grocery', 'sandwiches'}",40.7913309,-73.9684563,Mani Market Place,10025,10025,Upper West Side
396,"2589 Broadway, New York, NY 10025",{'grocery'},40.7956707631568,-73.9712691307068,Westside Market,10025,10025,Upper West Side
397,"808 Columbus Ave, New York, NY 10025","{'gourmet', 'coffee', 'grocery'}",40.7941465912758,-73.9669066497376,Whole Foods Market,10025,10025,Upper West Side
398,"755 Amsterdam Ave, New York, NY 10025",{'grocery'},40.7944066,-73.9699115,Associated Supermarket,10025,10025,Upper West Side
399,"262 W 96th St, New York, NY 10025",{'grocery'},40.7947452,-73.9724127,Gristedes,10025,10025,Upper West Side
400,"661 Amsterdam Ave, New York, NY 10025",{'grocery'},40.791683,-73.971687,Seasons,10025,10025,Upper West Side
401,"724 Columbus Ave, Manhattan, NY 10025",{'grocery'},40.7924193888903,-73.9679123461246,PS Deli and Grocery,10025,10025,Upper West Side
402,"13 W 100th St, New York, NY 10025",{'grocery'},40.794678,-73.963348,Associated Supermarket,10025,10025,Upper West Side
